Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Transaction_Time,Location,Fraudulent
T02480,U0392,20.36,POS,2025-04-14 07:00:00,Urban,0
T02481,U0779,36.63,Mobile,2025-04-14 08:00:00,Urban,0
T02482,U0214,11.0,ATM,2025-04-14 09:00:00,Suburban,0
T02483,U0691,81.78,Online,2025-04-14 10:00:00,Suburban,0
T02484,U0088,10.28,Mobile,2025-04-14 11:00:00,Urban,0
T02485,U0553,4.44,Online,2025-04-14 12:00:00,Suburban,0
T02486,U0401,28.66,POS,2025-04-14 13:00:00,Urban,0
T02487,U0588,53.69,Online,2025-04-14 14:00:00,Suburban,0
T02488,U0889,28.79,Online,2025-04-14 15:00:00,Urban,0
T02489,U0046,16.2,POS,2025-04-14 16:00:00,Suburban,0
T02490,U0672,40.84,POS,2025-04-14 17:00:00,Urban,0
T02491,U0463,21.31,Online,2025-04-14 18:00:00,Urban,0
T02492,U0592,135.05,Online,2025-04-14 19:00:00,Urban,0
T02493,U0310,127.97,Online,2025-04-14 20:00:00,Urban,0
T02494,U0086,34.9,POS,2025-04-14 21:00:00,Urban,0
T02495,U0092,19.87,Online,2025-04-14 22:00:00,Urban,0
T02496,U0660,66.81,Online,2025-04-14 23:00:00,Urban,0
T02497,U0673,1.87,POS,2025-04-15 00:00:00,Suburban,0
T02498,U0714,32.2,POS,2025-04-15 01:00:00,Urban,0
T02499,U0936,20.5,POS,2025-04-15 02:00:00,Suburban,0
T02500,U0928,126.62,POS,2025-04-15 03:00:00,Urban,0
T02501,U0242,0.6,ATM,2025-04-15 04:00:00,Rural,0
T02502,U0865,40.24,Mobile,2025-04-15 05:00:00,Rural,0
T02503,U0002,67.48,ATM,2025-04-15 06:00:00,Urban,0
T02504,U0225,33.18,POS,2025-04-15 07:00:00,Suburban,0
T02505,U0801,4.46,Online,2025-04-15 08:00:00,Urban,0
T02506,U0745,179.61,Mobile,2025-04-15 09:00:00,Rural,0
T02507,U0973,36.49,Online,2025-04-15 10:00:00,Urban,0
T02508,U0926,47.62,Online,2025-04-15 11:00:00,Urban,0
T02509,U0929,13.5,Online,2025-04-15 12:00:00,Urban,0
T02510,U0589,33.03,Online,2025-04-15 13:00:00,Urban,0
T02511,U0116,28.03,Mobile,2025-04-15 14:00:00,Urban,0
T02512,U0666,3.89,POS,2025-04-15 15:00:00,Suburban,0
T02513,U0918,5.61,POS,2025-04-15 16:00:00,Urban,0
T02514,U0103,90.85,POS,2025-04-15 17:00:00,Urban,0
T02515,U0194,13.71,Online,2025-04-15 18:00:00,Urban,0
T02516,U0166,10.84,Online,2025-04-15 19:00:00,Urban,0
T02517,U0871,35.15,POS,2025-04-15 20:00:00,Urban,0
T02518,U0090,73.21,POS,2025-04-15 21:00:00,Suburban,0
T02519,U0686,3.2,Online,2025-04-15 22:00:00,Urban,0
T02520,U0122,43.0,POS,2025-04-15 23:00:00,Urban,0
T02521,U0143,6.35,Online,2025-04-16 00:00:00,Urban,0
T02522,U0994,1.86,Online,2025-04-16 01:00:00,Urban,0
T02523,U0106,2.71,Online,2025-04-16 02:00:00,Suburban,0
T02524,U0887,89.84,Online,2025-04-16 03:00:00,Urban,0
T02525,U0428,6.28,ATM,2025-04-16 04:00:00,Urban,0
T02526,U0305,2.31,ATM,2025-04-16 05:00:00,Urban,0
T02527,U0872,28.8,Online,2025-04-16 06:00:00,Urban,0
T02528,U0971,92.89,POS,2025-04-16 07:00:00,Urban,0
T02529,U0317,15.22,POS,2025-04-16 08:00:00,Urban,0
T02530,U0963,27.38,Online,2025-04-16 09:00:00,Suburban,0
T02531,U0635,2.04,Online,2025-04-16 10:00:00,Urban,0
T02532,U0902,29.81,Mobile,2025-04-16 11:00:00,Urban,0
T02533,U0009,43.09,POS,2025-04-16 12:00:00,Urban,0
T02534,U0774,42.3,Mobile,2025-04-16 13:00:00,Urban,0
T02535,U0073,20.21,Online,2025-04-16 14:00:00,Urban,0
T02536,U0359,18.96,POS,2025-04-16 15:00:00,Suburban,0
T02537,U0223,5.64,Online,2025-04-16 16:00:00,Suburban,0
T02538,U0416,22.85,Online,2025-04-16 17:00:00,Urban,0
T02539,U0553,5.24,POS,2025-04-16 18:00:00,Urban,0
T02540,U0370,72.75,Online,2025-04-16 19:00:00,Urban,0
T02541,U0716,169.47,Online,2025-04-16 20:00:00,Urban,0
T02542,U0264,175.45,Online,2025-04-16 21:00:00,Suburban,0
T02543,U0840,100.15,Online,2025-04-16 22:00:00,Suburban,0
T02544,U0690,45.91,POS,2025-04-16 23:00:00,Rural,0
T02545,U0860,60.34,Online,2025-04-17 00:00:00,Urban,0
T02546,U0318,16.79,Online,2025-04-17 01:00:00,Urban,0
T02547,U0084,49.82,Online,2025-04-17 02:00:00,Suburban,0
T02548,U0318,30.41,Online,2025-04-17 03:00:00,Suburban,0
T02549,U0111,32.89,POS,2025-04-17 04:00:00,Suburban,0
T02550,U0251,70.89,Online,2025-04-17 05:00:00,Urban,0
T02551,U0383,16.56,POS,2025-04-17 06:00:00,Urban,0
T02552,U0007,19.14,Online,2025-04-17 07:00:00,Urban,0
T02553,U0459,129.28,Online,2025-04-17 08:00:00,Urban,0
T02554,U0084,2.89,ATM,2025-04-17 09:00:00,Urban,0
T02555,U0208,33.24,POS,2025-04-17 10:00:00,Suburban,0
T02556,U0900,121.98,Online,2025-04-17 11:00:00,Urban,0
T02557,U0390,47.13,ATM,2025-04-17 12:00:00,Urban,0
T02558,U0314,39.53,Online,2025-04-17 13:00:00,Suburban,0
T02559,U0022,14.37,ATM,2025-04-17 14:00:00,Urban,0
T02560,U0410,21.02,POS,2025-04-17 15:00:00,Suburban,0
T02561,U0895,95.54,POS,2025-04-17 16:00:00,Urban,0
T02562,U0515,40.96,Mobile,2025-04-17 17:00:00,Urban,0
T02563,U0127,36.15,Online,2025-04-17 18:00:00,Rural,0
T02564,U0809,5.24,POS,2025-04-17 19:00:00,Rural,0
T02565,U0700,0.81,Online,2025-04-17 20:00:00,Urban,0
T02566,U0874,165.78,Online,2025-04-17 21:00:00,Suburban,0
T02567,U0014,23.66,Online,2025-04-17 22:00:00,Urban,0
T02568,U0971,46.22,Online,2025-04-17 23:00:00,Urban,0
T02569,U0978,4.15,POS,2025-04-18 00:00:00,Urban,0
T02570,U0012,57.46,POS,2025-04-18 01:00:00,Urban,0
T02571,U0087,134.83,POS,2025-04-18 02:00:00,Suburban,0
T02572,U0524,42.86,Online,2025-04-18 03:00:00,Suburban,0
T02573,U0909,6.74,Online,2025-04-18 04:00:00,Rural,0
T02574,U0537,43.58,Mobile,2025-04-18 05:00:00,Suburban,0
T02575,U0301,72.7,Online,2025-04-18 06:00:00,Urban,0
T02576,U0243,26.08,POS,2025-04-18 07:00:00,Suburban,0
T02577,U0122,105.95,POS,2025-04-18 08:00:00,Rural,0
T02578,U0147,52.3,POS,2025-04-18 09:00:00,Suburban,0
T02579,U0567,114.76,POS,2025-04-18 10:00:00,Suburban,0
T02580,U0750,48.84,ATM,2025-04-18 11:00:00,Rural,0
T02581,U0356,7.04,Online,2025-04-18 12:00:00,Urban,0
T02582,U0685,18.53,ATM,2025-04-18 13:00:00,Suburban,0
T02583,U0904,11.27,Online,2025-04-18 14:00:00,Suburban,0
T02584,U0733,119.75,Online,2025-04-18 15:00:00,Rural,0
T02585,U0631,71.44,Online,2025-04-18 16:00:00,Urban,0
T02586,U0309,56.41,POS,2025-04-18 17:00:00,Urban,0
T02587,U0695,17.9,Online,2025-04-18 18:00:00,Suburban,0
T02588,U0288,10.17,Online,2025-04-18 19:00:00,Urban,0
T02589,U0307,70.62,Online,2025-04-18 20:00:00,Suburban,0
T02590,U0812,32.14,Mobile,2025-04-18 21:00:00,Urban,0
T02591,U0594,12.8,ATM,2025-04-18 22:00:00,Urban,0
T02592,U0966,47.94,POS,2025-04-18 23:00:00,Urban,0
T02593,U0914,2.06,POS,2025-04-19 00:00:00,Urban,0
T02594,U0723,19.74,Online,2025-04-19 01:00:00,Urban,0
T02595,U0662,31.61,Online,2025-04-19 02:00:00,Urban,0
T02596,U0549,8.01,Mobile,2025-04-19 03:00:00,Urban,0
T02597,U0352,208.85,Online,2025-04-19 04:00:00,Urban,0
T02598,U0312,11.73,Online,2025-04-19 05:00:00,Urban,0
T02599,U0873,6.98,Online,2025-04-19 06:00:00,Urban,0
T02600,U0059,11.38,Online,2025-04-19 07:00:00,Urban,0
T02601,U0643,73.28,Online,2025-04-19 08:00:00,Suburban,0
T02602,U0924,27.71,POS,2025-04-19 09:00:00,Urban,1
T02603,U0714,41.67,Online,2025-04-19 10:00:00,Urban,0
T02604,U0755,1.06,POS,2025-04-19 11:00:00,Suburban,0
T02605,U0035,1.75,Online,2025-04-19 12:00:00,Urban,0
T02606,U0445,29.51,Online,2025-04-19 13:00:00,Rural,0
T02607,U0093,84.82,Online,2025-04-19 14:00:00,Suburban,0
T02608,U0950,108.25,POS,2025-04-19 15:00:00,Urban,0
T02609,U0959,4.53,Online,2025-04-19 16:00:00,Urban,0
T02610,U0207,38.65,POS,2025-04-19 17:00:00,Urban,0
T02611,U0353,122.22,POS,2025-04-19 18:00:00,Urban,0
T02612,U0903,24.55,POS,2025-04-19 19:00:00,Urban,0
T02613,U0332,88.47,Online,2025-04-19 20:00:00,Urban,0
T02614,U0817,7.18,Online,2025-04-19 21:00:00,Suburban,0
T02615,U0862,136.97,Online,2025-04-19 22:00:00,Urban,0
T02616,U0725,69.6,POS,2025-04-19 23:00:00,Urban,0
T02617,U0159,141.8,Online,2025-04-20 00:00:00,Suburban,0
T02618,U0954,56.45,ATM,2025-04-20 01:00:00,Urban,0
T02619,U0957,22.58,ATM,2025-04-20 02:00:00,Urban,0
T02620,U0024,139.18,Online,2025-04-20 03:00:00,Urban,0
T02621,U0404,16.12,Online,2025-04-20 04:00:00,Urban,0
T02622,U0805,20.19,POS,2025-04-20 05:00:00,Rural,0
T02623,U0516,60.33,Online,2025-04-20 06:00:00,Urban,0
T02624,U0732,72.48,Online,2025-04-20 07:00:00,Urban,0
T02625,U0364,132.54,ATM,2025-04-20 08:00:00,Urban,0
T02626,U0382,11.46,Online,2025-04-20 09:00:00,Urban,0
T02627,U0532,79.97,Mobile,2025-04-20 10:00:00,Urban,0
T02628,U0956,67.07,POS,2025-04-20 11:00:00,Suburban,0
T02629,U0152,3.3,POS,2025-04-20 12:00:00,Rural,0
T02630,U0562,24.49,Online,2025-04-20 13:00:00,Urban,0
T02631,U0689,16.62,Online,2025-04-20 14:00:00,Urban,0
T02632,U0947,18.16,POS,2025-04-20 15:00:00,Suburban,0
T02633,U0608,203.57,Online,2025-04-20 16:00:00,Urban,0
T02634,U0617,51.47,Online,2025-04-20 17:00:00,Urban,0
T02635,U0420,63.24,Online,2025-04-20 18:00:00,Urban,0
T02636,U0250,187.79,Online,2025-04-20 19:00:00,Urban,0
T02637,U0117,23.68,Online,2025-04-20 20:00:00,Urban,0
T02638,U0866,80.93,POS,2025-04-20 21:00:00,Suburban,0
T02639,U0512,28.5,Online,2025-04-20 22:00:00,Suburban,0
T02640,U0740,101.83,Online,2025-04-20 23:00:00,Urban,0
T02641,U0578,9.96,POS,2025-04-21 00:00:00,Urban,0
T02642,U0335,147.52,Mobile,2025-04-21 01:00:00,Rural,0
T02643,U0418,12.34,Online,2025-04-21 02:00:00,Urban,0
T02644,U0932,19.74,Online,2025-04-21 03:00:00,Suburban,0
T02645,U0774,70.57,POS,2025-04-21 04:00:00,Urban,0
T02646,U0295,25.02,Mobile,2025-04-21 05:00:00,Urban,0
T02647,U0938,46.85,POS,2025-04-21 06:00:00,Urban,0
T02648,U0755,29.4,POS,2025-04-21 07:00:00,Suburban,0
T02649,U0371,67.81,Online,2025-04-21 08:00:00,Urban,0
T02650,U0186,12.96,POS,2025-04-21 09:00:00,Urban,0
T02651,U0246,3.01,Online,2025-04-21 10:00:00,Urban,0
T02652,U0637,17.83,POS,2025-04-21 11:00:00,Suburban,0
T02653,U0268,32.15,POS,2025-04-21 12:00:00,Rural,0
T02654,U0643,9.2,Mobile,2025-04-21 13:00:00,Rural,0
T02655,U0237,21.91,Online,2025-04-21 14:00:00,Rural,0
T02656,U0530,25.54,Online,2025-04-21 15:00:00,Urban,0
T02657,U0552,2.96,POS,2025-04-21 16:00:00,Urban,0
T02658,U0021,43.77,POS,2025-04-21 17:00:00,Urban,0
T02659,U0911,107.86,POS,2025-04-21 18:00:00,Urban,0
T02660,U0737,8.23,Online,2025-04-21 19:00:00,Suburban,0
T02661,U0867,45.54,Online,2025-04-21 20:00:00,Suburban,1
T02662,U0794,54.64,POS,2025-04-21 21:00:00,Urban,0
T02663,U0520,27.18,Online,2025-04-21 22:00:00,Suburban,0
T02664,U0100,60.38,ATM,2025-04-21 23:00:00,Rural,0
T02665,U0752,26.44,Online,2025-04-22 00:00:00,Urban,0
T02666,U0478,35.12,POS,2025-04-22 01:00:00,Urban,0
T02667,U0599,0.37,POS,2025-04-22 02:00:00,Urban,0
T02668,U0298,58.84,POS,2025-04-22 03:00:00,Urban,0
T02669,U0940,54.14,Online,2025-04-22 04:00:00,Urban,0
T02670,U0526,1.96,ATM,2025-04-22 05:00:00,Urban,0
T02671,U0334,22.96,Online,2025-04-22 06:00:00,Urban,0
T02672,U0002,193.24,POS,2025-04-22 07:00:00,Rural,0
T02673,U0375,27.3,Online,2025-04-22 08:00:00,Urban,0
T02674,U0293,34.85,Online,2025-04-22 09:00:00,Urban,0
T02675,U0837,120.36,Online,2025-04-22 10:00:00,Rural,0
T02676,U0934,63.16,Online,2025-04-22 11:00:00,Urban,0
T02677,U0553,43.62,Mobile,2025-04-22 12:00:00,Urban,0
T02678,U0318,79.93,Online,2025-04-22 13:00:00,Suburban,0
T02679,U0502,99.89,POS,2025-04-22 14:00:00,Urban,0
T02680,U0828,30.52,Mobile,2025-04-22 15:00:00,Suburban,0
T02681,U0381,32.23,Online,2025-04-22 16:00:00,Urban,0
T02682,U0623,24.39,POS,2025-04-22 17:00:00,Urban,0
T02683,U0014,170.12,Online,2025-04-22 18:00:00,Urban,0
T02684,U0504,59.73,Online,2025-04-22 19:00:00,Urban,0
T02685,U0231,4.34,Online,2025-04-22 20:00:00,Suburban,0
T02686,U0985,99.37,Mobile,2025-04-22 21:00:00,Suburban,0
T02687,U0084,32.75,Online,2025-04-22 22:00:00,Rural,0
T02688,U0130,3.56,POS,2025-04-22 23:00:00,Suburban,0
T02689,U0743,39.89,POS,2025-04-23 00:00:00,Urban,0
T02690,U0838,26.99,ATM,2025-04-23 01:00:00,Suburban,0
T02691,U0145,105.08,Online,2025-04-23 02:00:00,Suburban,0
T02692,U0891,11.41,POS,2025-04-23 03:00:00,Suburban,0
T02693,U0857,87.57,POS,2025-04-23 04:00:00,Suburban,0
T02694,U0028,40.79,POS,2025-04-23 05:00:00,Urban,0
T02695,U0066,2.81,Mobile,2025-04-23 06:00:00,Urban,0
T02696,U0163,178.5,ATM,2025-04-23 07:00:00,Suburban,0
T02697,U0229,35.94,Online,2025-04-23 08:00:00,Urban,0
T02698,U0261,17.19,Online,2025-04-23 09:00:00,Urban,0
T02699,U0449,31.69,Online,2025-04-23 10:00:00,Suburban,0
T02700,U0424,97.55,Online,2025-04-23 11:00:00,Urban,0
T02701,U0460,18.19,Online,2025-04-23 12:00:00,Urban,0
T02702,U0952,10.7,Online,2025-04-23 13:00:00,Urban,0
T02703,U0676,6.91,Online,2025-04-23 14:00:00,Suburban,0
T02704,U0301,17.68,Mobile,2025-04-23 15:00:00,Urban,0
T02705,U0919,75.72,Online,2025-04-23 16:00:00,Suburban,1
T02706,U0303,31.9,Mobile,2025-04-23 17:00:00,Urban,0
T02707,U0287,12.9,Online,2025-04-23 18:00:00,Urban,0
T02708,U0395,9.09,POS,2025-04-23 19:00:00,Urban,0
T02709,U0010,20.23,ATM,2025-04-23 20:00:00,Suburban,0
T02710,U0707,140.61,Online,2025-04-23 21:00:00,Urban,0
T02711,U0630,21.01,Online,2025-04-23 22:00:00,Rural,0
T02712,U0270,221.66,Online,2025-04-23 23:00:00,Rural,0
T02713,U0592,33.2,Online,2025-04-24 00:00:00,Suburban,0
T02714,U0970,9.87,Mobile,2025-04-24 01:00:00,Rural,0
T02715,U0605,110.88,ATM,2025-04-24 02:00:00,Urban,0
T02716,U0778,30.84,Online,2025-04-24 03:00:00,Urban,0
T02717,U0844,61.84,Online,2025-04-24 04:00:00,Suburban,0
T02718,U0862,205.87,Online,2025-04-24 05:00:00,Suburban,0
T02719,U0361,2.57,Online,2025-04-24 06:00:00,Suburban,0
T02720,U0257,5.08,POS,2025-04-24 07:00:00,Suburban,0
T02721,U0133,63.73,Online,2025-04-24 08:00:00,Rural,0
T02722,U0276,16.55,POS,2025-04-24 09:00:00,Urban,0
T02723,U0776,10.19,Online,2025-04-24 10:00:00,Suburban,0
T02724,U0683,2.01,Online,2025-04-24 11:00:00,Suburban,0
T02725,U0972,1.1,POS,2025-04-24 12:00:00,Suburban,0
T02726,U0513,74.47,Online,2025-04-24 13:00:00,Urban,0
T02727,U0313,7.22,Mobile,2025-04-24 14:00:00,Suburban,0
T02728,U0576,31.53,ATM,2025-04-24 15:00:00,Rural,0
T02729,U0886,46.56,Online,2025-04-24 16:00:00,Urban,0
T02730,U0980,27.96,Online,2025-04-24 17:00:00,Suburban,0
T02731,U0284,1.37,ATM,2025-04-24 18:00:00,Urban,0
T02732,U0121,76.51,Mobile,2025-04-24 19:00:00,Rural,0
T02733,U0107,0.53,ATM,2025-04-24 20:00:00,Urban,0
T02734,U0933,71.75,Online,2025-04-24 21:00:00,Urban,0
T02735,U0687,111.89,Mobile,2025-04-24 22:00:00,Urban,0
T02736,U0997,28.36,Online,2025-04-24 23:00:00,Suburban,0
T02737,U0204,38.34,POS,2025-04-25 00:00:00,Urban,0
T02738,U0165,32.41,Mobile,2025-04-25 01:00:00,Suburban,0
T02739,U0305,24.65,Online,2025-04-25 02:00:00,Rural,0
T02740,U0497,109.21,Mobile,2025-04-25 03:00:00,Suburban,0
T02741,U0632,112.18,Online,2025-04-25 04:00:00,Urban,0
T02742,U0556,20.46,Mobile,2025-04-25 05:00:00,Rural,0
T02743,U0824,47.73,Online,2025-04-25 06:00:00,Suburban,0
T02744,U0156,130.8,Mobile,2025-04-25 07:00:00,Urban,0
T02745,U0367,163.59,Online,2025-04-25 08:00:00,Urban,0
T02746,U0719,35.56,POS,2025-04-25 09:00:00,Urban,0
T02747,U0902,30.15,POS,2025-04-25 10:00:00,Suburban,0
T02748,U0620,16.33,Online,2025-04-25 11:00:00,Urban,0
T02749,U0251,159.55,Online,2025-04-25 12:00:00,Urban,0
T02750,U0957,7.71,POS,2025-04-25 13:00:00,Suburban,0
T02751,U0916,43.35,Online,2025-04-25 14:00:00,Urban,1
T02752,U0882,16.6,POS,2025-04-25 15:00:00,Suburban,0
T02753,U0334,16.36,Online,2025-04-25 16:00:00,Suburban,0
T02754,U0642,25.96,Mobile,2025-04-25 17:00:00,Urban,0
T02755,U0969,335.98,Online,2025-04-25 18:00:00,Suburban,0
T02756,U0511,2.83,Online,2025-04-25 19:00:00,Urban,0
T02757,U0293,43.2,Online,2025-04-25 20:00:00,Urban,0
T02758,U0020,4.31,Online,2025-04-25 21:00:00,Suburban,0
T02759,U0282,8.39,Online,2025-04-25 22:00:00,Urban,0
T02760,U0797,28.95,Online,2025-04-25 23:00:00,Rural,0
T02761,U0001,35.71,ATM,2025-04-26 00:00:00,Urban,0
T02762,U0119,14.97,POS,2025-04-26 01:00:00,Urban,0
T02763,U0035,19.02,POS,2025-04-26 02:00:00,Rural,0
T02764,U0198,4.55,Online,2025-04-26 03:00:00,Urban,0
T02765,U0485,18.06,POS,2025-04-26 04:00:00,Suburban,0
T02766,U0757,169.9,Online,2025-04-26 05:00:00,Urban,0
T02767,U0059,144.76,POS,2025-04-26 06:00:00,Suburban,0
T02768,U0837,20.39,Online,2025-04-26 07:00:00,Urban,0
T02769,U0161,42.3,Online,2025-04-26 08:00:00,Urban,0
T02770,U0691,120.17,Online,2025-04-26 09:00:00,Urban,0
T02771,U0206,0.31,ATM,2025-04-26 10:00:00,Urban,0
T02772,U0012,83.22,Online,2025-04-26 11:00:00,Suburban,1
T02773,U0490,148.18,POS,2025-04-26 12:00:00,Urban,0
T02774,U0276,4.79,Online,2025-04-26 13:00:00,Urban,0
T02775,U0693,8.8,POS,2025-04-26 14:00:00,Urban,0
T02776,U0242,161.89,Mobile,2025-04-26 15:00:00,Suburban,0
T02777,U0216,38.56,Online,2025-04-26 16:00:00,Suburban,0
T02778,U0251,0.71,Online,2025-04-26 17:00:00,Urban,0
T02779,U0811,14.9,Mobile,2025-04-26 18:00:00,Urban,0
T02780,U0126,29.89,POS,2025-04-26 19:00:00,Urban,0
T02781,U0994,59.03,Online,2025-04-26 20:00:00,Suburban,0
T02782,U0217,66.06,POS,2025-04-26 21:00:00,Urban,0
T02783,U0306,269.32,POS,2025-04-26 22:00:00,Urban,0
T02784,U0797,16.95,Online,2025-04-26 23:00:00,Suburban,0
T02785,U0185,38.63,ATM,2025-04-27 00:00:00,Rural,0
T02786,U0039,38.11,Online,2025-04-27 01:00:00,Urban,0
T02787,U0223,26.01,Online,2025-04-27 02:00:00,Suburban,0
T02788,U0184,9.27,POS,2025-04-27 03:00:00,Urban,0
T02789,U0495,189.62,Online,2025-04-27 04:00:00,Rural,0
T02790,U0427,95.97,Online,2025-04-27 05:00:00,Urban,0
T02791,U0178,34.49,POS,2025-04-27 06:00:00,Urban,0
T02792,U0919,46.22,Online,2025-04-27 07:00:00,Suburban,1
T02793,U0428,12.89,ATM,2025-04-27 08:00:00,Urban,0
T02794,U0294,39.24,Mobile,2025-04-27 09:00:00,Urban,0
T02795,U0852,296.84999999999997,ATM,2025-04-27 10:00:00,Urban,1
T02796,U0151,36.2,Online,2025-04-27 11:00:00,Suburban,0
T02797,U0384,231.71,Online,2025-04-27 12:00:00,Urban,0
T02798,U0638,47.25,ATM,2025-04-27 13:00:00,Suburban,0
T02799,U0813,23.18,Online,2025-04-27 14:00:00,Urban,0
T02800,U0308,73.95,POS,2025-04-27 15:00:00,Urban,0
T02801,U0336,9.34,POS,2025-04-27 16:00:00,Urban,0
T02802,U0946,24.27,Online,2025-04-27 17:00:00,Urban,0
T02803,U0746,21.31,Mobile,2025-04-27 18:00:00,Suburban,0
T02804,U0892,28.26,POS,2025-04-27 19:00:00,Suburban,0
T02805,U0375,76.11,Online,2025-04-27 20:00:00,Urban,0
T02806,U0008,33.1,Mobile,2025-04-27 21:00:00,Urban,0
T02807,U0341,79.0,Online,2025-04-27 22:00:00,Suburban,0
T02808,U0129,42.96,Online,2025-04-27 23:00:00,Suburban,0
T02809,U0776,20.93,POS,2025-04-28 00:00:00,Suburban,0
T02810,U0669,83.03,ATM,2025-04-28 01:00:00,Suburban,0
T02811,U0352,13.61,POS,2025-04-28 02:00:00,Urban,0
T02812,U0358,12.7,POS,2025-04-28 03:00:00,Suburban,0
T02813,U0517,35.11,POS,2025-04-28 04:00:00,Urban,0
T02814,U0495,15.11,Online,2025-04-28 05:00:00,Urban,0
T02815,U0086,0.46,ATM,2025-04-28 06:00:00,Suburban,0
T02816,U0175,52.25,ATM,2025-04-28 07:00:00,Rural,0
T02817,U0802,35.78,Online,2025-04-28 08:00:00,Suburban,0
T02818,U0193,29.49,Online,2025-04-28 09:00:00,Urban,0
T02819,U0311,170.51,Mobile,2025-04-28 10:00:00,Urban,0
T02820,U0119,42.34,ATM,2025-04-28 11:00:00,Urban,0
T02821,U0218,99.55,ATM,2025-04-28 12:00:00,Suburban,0
T02822,U0427,7.51,ATM,2025-04-28 13:00:00,Urban,0
T02823,U0970,42.11,POS,2025-04-28 14:00:00,Suburban,0
T02824,U0414,101.24,POS,2025-04-28 15:00:00,Urban,0
T02825,U0114,43.75,POS,2025-04-28 16:00:00,Suburban,0
T02826,U0978,63.29,Online,2025-04-28 17:00:00,Rural,0
T02827,U0145,23.26,POS,2025-04-28 18:00:00,Urban,0
T02828,U0538,4.85,POS,2025-04-28 19:00:00,Urban,0
T02829,U0648,30.62,POS,2025-04-28 20:00:00,Suburban,0
T02830,U0303,25.08,POS,2025-04-28 21:00:00,Urban,0
T02831,U0744,100.89,Online,2025-04-28 22:00:00,Suburban,0
T02832,U0881,13.99,Online,2025-04-28 23:00:00,Suburban,0
T02833,U0588,170.16,Online,2025-04-29 00:00:00,Urban,0
T02834,U0987,158.67,Online,2025-04-29 01:00:00,Suburban,0
T02835,U0840,14.23,Online,2025-04-29 02:00:00,Urban,0
T02836,U0345,21.39,Mobile,2025-04-29 03:00:00,Rural,0
T02837,U0814,112.96,Online,2025-04-29 04:00:00,Urban,0
T02838,U0964,169.99,Online,2025-04-29 05:00:00,Suburban,0
T02839,U0801,29.3,POS,2025-04-29 06:00:00,Urban,0
T02840,U0001,19.36,POS,2025-04-29 07:00:00,Urban,0
T02841,U0147,37.34,Online,2025-04-29 08:00:00,Urban,0
T02842,U0287,58.2,POS,2025-04-29 09:00:00,Suburban,0
T02843,U0976,15.97,POS,2025-04-29 10:00:00,Urban,0
T02844,U0654,66.68,Online,2025-04-29 11:00:00,Suburban,0
T02845,U0053,2.65,Online,2025-04-29 12:00:00,Urban,0
T02846,U0304,2.53,Mobile,2025-04-29 13:00:00,Suburban,0
T02847,U0069,24.41,ATM,2025-04-29 14:00:00,Suburban,0
T02848,U0361,21.81,POS,2025-04-29 15:00:00,Urban,0
T02849,U0602,18.96,Online,2025-04-29 16:00:00,Urban,0
T02850,U0958,33.77,Online,2025-04-29 17:00:00,Urban,0
T02851,U0220,19.34,POS,2025-04-29 18:00:00,Urban,0
T02852,U0962,10.68,Online,2025-04-29 19:00:00,Urban,0
T02853,U0704,18.51,Online,2025-04-29 20:00:00,Suburban,0
T02854,U0966,184.25,POS,2025-04-29 21:00:00,Urban,0
T02855,U0575,26.48,Online,2025-04-29 22:00:00,Suburban,0
T02856,U0585,29.41,POS,2025-04-29 23:00:00,Rural,0
T02857,U0161,42.97,ATM,2025-04-30 00:00:00,Urban,0
T02858,U0681,204.74,Online,2025-04-30 01:00:00,Suburban,0
T02859,U0089,13.83,ATM,2025-04-30 02:00:00,Urban,0
T02860,U0688,57.17,Online,2025-04-30 03:00:00,Suburban,0
T02861,U0781,62.94,ATM,2025-04-30 04:00:00,Urban,0
T02862,U0585,46.74,Online,2025-04-30 05:00:00,Suburban,0
T02863,U0757,4.64,Online,2025-04-30 06:00:00,Rural,0
T02864,U0589,56.49,POS,2025-04-30 07:00:00,Urban,0
T02865,U0159,3.31,Online,2025-04-30 08:00:00,Suburban,0
T02866,U0489,45.33,Mobile,2025-04-30 09:00:00,Urban,0
T02867,U0971,67.27,Online,2025-04-30 10:00:00,Urban,0
T02868,U0324,11.85,Online,2025-04-30 11:00:00,Suburban,0
T02869,U0610,92.14,POS,2025-04-30 12:00:00,Urban,0
T02870,U0381,1.54,Online,2025-04-30 13:00:00,Suburban,0
T02871,U0102,92.84,Online,2025-04-30 14:00:00,Urban,0
T02872,U0494,30.84,POS,2025-04-30 15:00:00,Suburban,0
T02873,U0644,12.27,POS,2025-04-30 16:00:00,Urban,0
T02874,U0614,7.18,ATM,2025-04-30 17:00:00,Urban,0
T02875,U0019,153.21,Mobile,2025-04-30 18:00:00,Urban,0
T02876,U0454,3.77,Online,2025-04-30 19:00:00,Urban,0
T02877,U0482,11.1,POS,2025-04-30 20:00:00,Urban,0
T02878,U0594,21.37,Online,2025-04-30 21:00:00,Urban,0
T02879,U0397,48.41,POS,2025-04-30 22:00:00,Urban,0
T02880,U0279,39.35,Online,2025-04-30 23:00:00,Urban,0
T02881,U0851,6.71,Mobile,2025-05-01 00:00:00,Urban,0
T02882,U0365,17.11,POS,2025-05-01 01:00:00,Urban,0
